ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
83118,10442,10442.0,11520.85,11520.85,SCMS from RDC,SCMS from RDC,7,1,0.429,MEDIUM
83119,3264,3264.0,14368.65,14368.65,SCMS from RDC,SCMS from RDC,-53,0,0.243,LOW
83120,682,682.0,8118.08,8118.08,SCMS from RDC,SCMS from RDC,-26,0,0.224,LOW
83121,1283,1283.0,12862.56,12862.56,SCMS from RDC,SCMS from RDC,-34,0,0.159,LOW
83122,1248,1248.0,4529.5,4529.5,SCMS from RDC,SCMS from RDC,2,1,0.256,LOW
83123,610,610.0,6585.03,6585.03,SCMS from RDC,SCMS from RDC,-100,0,0.111,LOW
83124,1600,1600.0,8699.8,8699.8,SCMS from RDC,SCMS from RDC,0,0,0.184,LOW
83125,19248,19248.0,14451.69,14451.69,SCMS from RDC,SCMS from RDC,-22,0,0.241,LOW
83126,3133,3133.0,14451.69,14451.69,SCMS from RDC,SCMS from RDC,9,1,0.3,LOW
83128,13288,13288.0,14451.69,14451.69,SCMS from RDC,SCMS from RDC,9,1,0.435,MEDIUM
83129,22043,22043.0,41802.56,41802.56,SCMS from RDC,SCMS from RDC,2,1,0.42,MEDIUM
83130,4122,4122.0,28602.94,28602.94,SCMS from RDC,SCMS from RDC,5,1,0.158,LOW
83131,394,394.0,8600,8600.0,SCMS from RDC,SCMS from RDC,-1,0,0.206,LOW
83132,1230,1230.0,8281.7,8281.7,SCMS from RDC,SCMS from RDC,27,1,0.227,LOW
83133,"See DN-3118 (ID#:82569)",1047.0,"See DN-3118 (ID#:82569)",,SCMS from RDC,SCMS from RDC,-8,0,0.172,LOW
83134,722,722.0,3483.79,3483.79,SCMS from RDC,SCMS from RDC,9,1,0.186,LOW
83135,123,123.0,1501.4,1501.4,SCMS from RDC,SCMS from RDC,-52,0,0.181,LOW
83136,20226,20226.0,21173.75,21173.75,SCMS from RDC,SCMS from RDC,-7,0,0.299,LOW
83137,7515,7515.0,14547.55,14547.55,SCMS from RDC,SCMS from RDC,-18,0,0.066,LOW
83138,315,315.0,1981.6,1981.6,SCMS from RDC,SCMS from RDC,-30,0,0.09,LOW
83139,31473,31473.0,24816.73,24816.73,SCMS from RDC,SCMS from RDC,-29,0,0.089,LOW
83140,"See DN-3153 (ID#:82575)",1047.0,"See DN-3153 (ID#:82575)",,SCMS from RDC,SCMS from RDC,-21,0,0.211,LOW
83141,104,104.0,20666.07,20666.07,SCMS from RDC,SCMS from RDC,-117,0,0.109,LOW
83145,2444,2444.0,8800.81,8800.81,SCMS from RDC,SCMS from RDC,10,1,0.301,MEDIUM
83146,9886,9886.0,44300.9,44300.9,SCMS from RDC,SCMS from RDC,-2,0,0.259,LOW
83147,485,485.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-43,0,0.142,LOW
83148,928,928.0,4323.44,4323.44,SCMS from RDC,SCMS from RDC,2,1,0.206,LOW
83149,14143,14143.0,100654.61,100654.61,SCMS from RDC,SCMS from RDC,14,1,0.225,LOW
83150,11594,11594.0,85414.3,85414.3,SCMS from RDC,SCMS from RDC,0,0,0.157,LOW
83154,25,25.0,759.79,759.79,SCMS from RDC,SCMS from RDC,0,0,0.168,LOW
83155,3888,3888.0,8057.19,8057.19,SCMS from RDC,SCMS from RDC,-35,0,0.263,LOW
83156,703,703.0,4234.12,4234.12,SCMS from RDC,SCMS from RDC,34,1,0.257,LOW
83157,7596,7596.0,3567.19,3567.19,SCMS from RDC,SCMS from RDC,-19,0,0.137,LOW
83158,63,63.0,569,569.0,SCMS from RDC,SCMS from RDC,12,1,0.242,LOW
83159,1353,1353.0,13924.23,13924.23,SCMS from RDC,SCMS from RDC,0,0,0.175,LOW
83160,5467,5467.0,3567.2,3567.2,SCMS from RDC,SCMS from RDC,-34,0,0.201,LOW
83161,36448,36448.0,34218.36,34218.36,SCMS from RDC,SCMS from RDC,-8,0,0.072,LOW
83162,"See DN-3329 (ID#:82602)",1047.0,"See DN-3329 (ID#:82602)",,SCMS from RDC,SCMS from RDC,-10,0,0.198,LOW
83163,Weight Captured Separately,1047.0,5902.4,5902.4,SCMS from RDC,SCMS from RDC,0,0,0.146,LOW
83164,2295,2295.0,4390.98,4390.98,SCMS from RDC,SCMS from RDC,11,1,0.259,LOW
83165,3132,3132.0,7700,7700.0,SCMS from RDC,SCMS from RDC,-38,0,0.185,LOW
83172,6502,6502.0,34400.04,34400.04,SCMS from RDC,SCMS from RDC,0,0,0.168,LOW
83173,"See DN-3361 (ID#:83172)",1047.0,"See DN-3361 (ID#:83172)",,SCMS from RDC,SCMS from RDC,0,0,0.19,LOW
83174,7541,7541.0,27875.36,27875.36,SCMS from RDC,SCMS from RDC,-9,0,0.255,LOW
83175,7482,7482.0,5846.08,5846.08,SCMS from RDC,SCMS from RDC,-1,0,0.313,MEDIUM
83176,160,160.0,1527.29,1527.29,SCMS from RDC,SCMS from RDC,7,1,0.193,LOW
83177,105,105.0,1456.4,1456.4,SCMS from RDC,SCMS from RDC,13,1,0.168,LOW
83178,1798,1798.0,5856.65,5856.65,SCMS from RDC,SCMS from RDC,7,1,0.246,LOW
83180,10109,10109.0,7134.39,7134.39,SCMS from RDC,SCMS from RDC,-10,0,0.217,LOW
83181,19991,19991.0,10942.88,10942.88,SCMS from RDC,SCMS from RDC,-5,0,0.299,LOW
83182,1784,1784.0,4017.69,4017.69,SCMS from RDC,SCMS from RDC,-14,0,0.26,LOW
83183,75,75.0,1556.99,1556.99,SCMS from RDC,SCMS from RDC,4,1,0.343,MEDIUM
83184,"See DN-3421 (ID#:82617)",1047.0,"See DN-3421 (ID#:82617)",,SCMS from RDC,SCMS from RDC,-39,0,0.219,LOW
83185,"See DN-3425 (ID#:82618)",1047.0,"See DN-3425 (ID#:82618)",,SCMS from RDC,SCMS from RDC,-29,0,0.174,LOW
83186,4395,4395.0,5816.47,5816.47,SCMS from RDC,SCMS from RDC,62,1,0.381,MEDIUM
83187,"See DN-3428 (ID#:83186)",1047.0,"See DN-3428 (ID#:83186)",,SCMS from RDC,SCMS from RDC,62,1,0.239,LOW
83188,22942,22942.0,26340,26340.0,SCMS from RDC,SCMS from RDC,8,1,0.193,LOW
83189,"See DN-3437 (ID#:83188)",1047.0,"See DN-3437 (ID#:83188)",,SCMS from RDC,SCMS from RDC,8,1,0.16,LOW
83190,28992,28992.0,26340,26340.0,SCMS from RDC,SCMS from RDC,8,1,0.119,LOW
83193,1628,1628.0,3526.69,3526.69,SCMS from RDC,SCMS from RDC,0,0,0.231,LOW
83194,8456,8456.0,7134.39,7134.39,SCMS from RDC,SCMS from RDC,-11,0,0.149,LOW
83195,"See DN-3457 (ID#:82626)",1047.0,"See DN-3457 (ID#:82626)",,SCMS from RDC,SCMS from RDC,-18,0,0.155,LOW
83196,2304,2304.0,5989.25,5989.25,SCMS from RDC,SCMS from RDC,56,1,0.398,MEDIUM
83198,38992,38992.0,49199.75,49199.75,SCMS from RDC,SCMS from RDC,-7,0,0.094,LOW
83199,3887,3887.0,21032.82,21032.82,SCMS from RDC,SCMS from RDC,-9,0,0.177,LOW
83200,2978,2978.0,5458.46,5458.46,SCMS from RDC,SCMS from RDC,-29,0,0.199,LOW
83205,68,68.0,790.29,790.29,SCMS from RDC,SCMS from RDC,17,1,0.215,LOW
83206,"See DN-3525 (ID#:82648)",1047.0,"See DN-3525 (ID#:82648)",,SCMS from RDC,SCMS from RDC,20,1,0.254,LOW
83207,4187,4187.0,16821.66,16821.66,SCMS from RDC,SCMS from RDC,7,1,0.303,MEDIUM
83208,576,576.0,30936.1,30936.1,SCMS from RDC,SCMS from RDC,-25,0,0.127,LOW
83209,574,574.0,4063.81,4063.81,SCMS from RDC,SCMS from RDC,-10,0,0.184,LOW
83210,17,17.0,1200,1200.0,SCMS from RDC,SCMS from RDC,-48,0,0.178,LOW
83212,"See DN-3561 (ID#:82654)",1047.0,"See DN-3561 (ID#:82654)",,SCMS from RDC,SCMS from RDC,-11,0,0.192,LOW
83213,"See DN-3561 (ID#:82654)",1047.0,"See DN-3561 (ID#:82654)",,SCMS from RDC,SCMS from RDC,-11,0,0.174,LOW
83216,8701,8701.0,3975.7,3975.7,SCMS from RDC,SCMS from RDC,-6,0,0.248,LOW
83217,22442,22442.0,12995.06,12995.06,SCMS from RDC,SCMS from RDC,5,1,0.5,MEDIUM
83218,"See DN-3579 (ID#:83217)",1047.0,"See DN-3579 (ID#:83217)",,SCMS from RDC,SCMS from RDC,5,1,0.217,LOW
83219,592,592.0,6169,6169.0,SCMS from RDC,SCMS from RDC,-10,0,0.147,LOW
83220,"See DN-3581 (ID#:83219)",1047.0,"See DN-3581 (ID#:83219)",,SCMS from RDC,SCMS from RDC,-10,0,0.132,LOW
83221,"See DN-3581 (ID#:83219)",1047.0,"See DN-3581 (ID#:83219)",,SCMS from RDC,SCMS from RDC,-10,0,0.168,LOW
83222,274,274.0,4268.06,4268.06,SCMS from RDC,SCMS from RDC,11,1,0.152,LOW
83223,552,552.0,7317.96,7317.96,SCMS from RDC,SCMS from RDC,3,1,0.249,LOW
83224,6528,6528.0,63922.3,63922.3,SCMS from RDC,SCMS from RDC,-6,0,0.183,LOW
83225,65471,65471.0,64802.96,64802.96,SCMS from RDC,SCMS from RDC,-46,0,0.382,MEDIUM
83226,"See DN-3588 (ID#:83225)",1047.0,"See DN-3588 (ID#:83225)",,SCMS from RDC,SCMS from RDC,-46,0,0.151,LOW
83227,5687,5687.0,6010.2,6010.2,SCMS from RDC,SCMS from RDC,0,0,0.203,LOW
83228,4133,4133.0,24362.92,24362.92,SCMS from RDC,SCMS from RDC,11,1,0.253,LOW
83229,1412,1412.0,4609.68,4609.68,SCMS from RDC,SCMS from RDC,-77,0,0.219,LOW
83230,2933,2933.0,11961.04,11961.04,SCMS from RDC,SCMS from RDC,-8,0,0.197,LOW
83231,2342,2342.0,5445.73,5445.73,SCMS from RDC,SCMS from RDC,0,0,0.215,LOW
83232,359,359.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-27,0,0.154,LOW
83233,7140,7140.0,47532.09,47532.09,SCMS from RDC,SCMS from RDC,29,1,0.292,LOW
83234,88761,88761.0,55287.91,55287.91,SCMS from RDC,SCMS from RDC,10,1,0.238,LOW
83235,"See DN-3628 (ID#:83234)",1047.0,"See DN-3628 (ID#:83234)",,SCMS from RDC,SCMS from RDC,10,1,0.122,LOW
83236,3360,3360.0,9527.17,9527.17,SCMS from RDC,SCMS from RDC,9,1,0.228,LOW
83237,12199,12199.0,46520.17,46520.17,SCMS from RDC,SCMS from RDC,10,1,0.301,MEDIUM
83238,1216,1216.0,5698.48,5698.48,SCMS from RDC,SCMS from RDC,36,1,0.207,LOW
83239,3376,3376.0,29674.91,29674.91,SCMS from RDC,SCMS from RDC,-19,0,0.104,LOW
83244,166,166.0,1137.18,1137.18,SCMS from RDC,SCMS from RDC,-3,0,0.142,LOW
83245,157,157.0,926.7,926.7,SCMS from RDC,SCMS from RDC,-18,0,0.103,LOW
83246,21,21.0,895.38,895.38,SCMS from RDC,SCMS from RDC,77,1,0.151,LOW
83249,2209,2209.0,2994.63,2994.63,SCMS from RDC,SCMS from RDC,-6,0,0.25,LOW
83250,1485,1485.0,6819.73,6819.73,SCMS from RDC,SCMS from RDC,0,0,0.21,LOW
83254,3704,3704.0,4562.72,4562.72,SCMS from RDC,SCMS from RDC,19,1,0.256,LOW
83255,19965,19965.0,14767.58,14767.58,SCMS from RDC,SCMS from RDC,-62,0,0.338,MEDIUM
83256,"See DN-3875 (ID#:83255)",1047.0,"See DN-3875 (ID#:83255)",,SCMS from RDC,SCMS from RDC,-62,0,0.193,LOW
83259,5862,5862.0,28812.57,28812.57,SCMS from RDC,SCMS from RDC,-10,0,0.146,LOW
83260,7295,7295.0,28669.4,28669.4,SCMS from RDC,SCMS from RDC,-142,0,0.27,LOW
83262,"See DN-3803 (ID#:83260)",1047.0,"See DN-3803 (ID#:83260)",,SCMS from RDC,SCMS from RDC,-142,0,0.247,LOW
83263,590,590.0,5399.25,5399.25,SCMS from RDC,SCMS from RDC,-2,0,0.198,LOW
83264,"See DN-3825 (ID#:82702)",1047.0,"See DN-3825 (ID#:82702)",,SCMS from RDC,SCMS from RDC,-93,0,0.214,LOW
83266,"See DN-3843 (ID#:82707)",1047.0,"See DN-3843 (ID#:82707)",,SCMS from RDC,SCMS from RDC,42,1,0.184,LOW
83267,"See DN-3828 (ID#:82713)",1047.0,"See DN-3828 (ID#:82713)",,SCMS from RDC,SCMS from RDC,68,1,0.242,LOW
83271,458,458.0,4130.15,4130.15,SCMS from RDC,SCMS from RDC,0,0,0.222,LOW
83272,"See DN-3872 (ID#:82726)",1047.0,"See DN-3872 (ID#:82726)",,SCMS from RDC,SCMS from RDC,27,1,0.213,LOW
83273,4688,4688.0,32063.3,32063.3,SCMS from RDC,SCMS from RDC,-28,0,0.152,LOW
83274,19976,19976.0,67504,67504.0,SCMS from RDC,SCMS from RDC,-27,0,0.098,LOW
83275,"See DN-3907 (ID#:82729)",1047.0,"See DN-3907 (ID#:82729)",,SCMS from RDC,SCMS from RDC,-15,0,0.252,LOW
83277,98,98.0,993.2,993.2,SCMS from RDC,SCMS from RDC,-37,0,0.279,LOW
83278,1673,1673.0,5364.61,5364.61,SCMS from RDC,SCMS from RDC,-9,0,0.235,LOW
83279,195,195.0,63.07,63.07,SCMS from RDC,SCMS from RDC,-1,0,0.175,LOW
83283,56314,56314.0,53110.46,53110.46,SCMS from RDC,SCMS from RDC,-30,0,0.152,LOW
83284,473,473.0,6001.52,6001.52,SCMS from RDC,SCMS from RDC,-35,0,0.154,LOW
83285,797,797.0,3340.5,3340.5,SCMS from RDC,SCMS from RDC,-42,0,0.233,LOW
83286,"See DN-3954 (ID#:82743)",1047.0,"See DN-3954 (ID#:82743)",,SCMS from RDC,SCMS from RDC,0,0,0.194,LOW
83287,"See DN-3954 (ID#:82743)",1047.0,"See DN-3954 (ID#:82743)",,SCMS from RDC,SCMS from RDC,0,0,0.232,LOW
83288,"See DN-4008 (ID#:82753)",1047.0,"See DN-4008 (ID#:82753)",,SCMS from RDC,SCMS from RDC,5,1,0.239,LOW
83289,312,312.0,401.82,401.82,SCMS from RDC,SCMS from RDC,2,1,0.209,LOW
83291,5324,5324.0,8248.28,8248.28,SCMS from RDC,SCMS from RDC,-23,0,0.237,LOW
83292,"See DN-4041 (ID#:83291)",1047.0,"See DN-4041 (ID#:83291)",,SCMS from RDC,SCMS from RDC,-23,0,0.135,LOW
83293,542,542.0,4649.71,4649.71,SCMS from RDC,SCMS from RDC,-21,0,0.198,LOW
83294,49,49.0,181.92,181.92,SCMS from RDC,SCMS from RDC,-28,0,0.055,LOW
83295,5097,5097.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,0,0,0.272,LOW
83300,"See DN-4085 (ID#:82772)",1047.0,"See DN-4085 (ID#:82772)",,SCMS from RDC,SCMS from RDC,10,1,0.3,LOW
83301,15302,15302.0,12757,12757.0,SCMS from RDC,SCMS from RDC,1,1,0.323,MEDIUM
83302,2000,2000.0,8499.16,8499.16,SCMS from RDC,SCMS from RDC,41,1,0.304,MEDIUM
83303,3000,3000.0,12748.74,12748.74,SCMS from RDC,SCMS from RDC,24,1,0.315,MEDIUM
83304,112027,112027.0,79514.44,79514.44,SCMS from RDC,SCMS from RDC,13,1,0.493,MEDIUM
83305,2033,2033.0,9482.19,9482.19,SCMS from RDC,SCMS from RDC,-2,0,0.25,LOW
83306,6842,6842.0,8689.22,8689.22,SCMS from RDC,SCMS from RDC,14,1,0.26,LOW
83308,132,132.0,1142,1142.0,SCMS from RDC,SCMS from RDC,-2,0,0.135,LOW
83309,10656,10656.0,20992.67,20992.67,SCMS from RDC,SCMS from RDC,-25,0,0.074,LOW
83310,2924,2924.0,5668.63,5668.63,SCMS from RDC,SCMS from RDC,-23,0,0.139,LOW
83316,1119,1119.0,1417.12,1417.12,SCMS from RDC,SCMS from RDC,-14,0,0.235,LOW
83318,10314,10314.0,12867.46,12867.46,SCMS from RDC,SCMS from RDC,-14,0,0.226,LOW
83322,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-34,0,0.116,LOW
83324,71,71.0,1334.92,1334.92,SCMS from RDC,SCMS from RDC,61,1,0.355,MEDIUM
83326,21710,21710.0,18500.5,18500.5,SCMS from RDC,SCMS from RDC,-32,0,0.232,LOW
83330,6237,6237.0,5443.53,5443.53,SCMS from RDC,SCMS from RDC,11,1,0.266,LOW
83331,"See DN-4251 (ID#:82800)",1047.0,"See DN-4251 (ID#:82800)",,SCMS from RDC,SCMS from RDC,-31,0,0.224,LOW
83332,18750,18750.0,36027,36027.0,SCMS from RDC,SCMS from RDC,-76,0,0.179,LOW
83333,24904,24904.0,51677,51677.0,SCMS from RDC,SCMS from RDC,-15,0,0.091,LOW
83334,13107,13107.0,20816.42,20816.42,SCMS from RDC,SCMS from RDC,0,0,0.368,MEDIUM
83335,4964,4964.0,6126.12,6126.12,SCMS from RDC,SCMS from RDC,-11,0,0.311,MEDIUM
83336,"See DN-4177 (ID#:82804)",1047.0,"See DN-4177 (ID#:82804)",,SCMS from RDC,SCMS from RDC,0,0,0.246,LOW
83337,42830,42830.0,79132,79132.0,SCMS from RDC,SCMS from RDC,-46,0,0.083,LOW
83338,2300,2300.0,5613,5613.0,SCMS from RDC,SCMS from RDC,-46,0,0.149,LOW
83339,4875,4875.0,23688.4,23688.4,SCMS from RDC,SCMS from RDC,13,1,0.254,LOW
83340,41904,41904.0,84944.83,84944.83,SCMS from RDC,SCMS from RDC,-28,0,0.071,LOW
83341,1636,1636.0,5852.71,5852.71,SCMS from RDC,SCMS from RDC,-28,0,0.147,LOW
83342,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-6,0,0.185,LOW
83347,"See DN-4310 (ID#:82811)",1047.0,"See DN-4310 (ID#:82811)",,SCMS from RDC,SCMS from RDC,-8,0,0.215,LOW
83348,"See DN-4314 (ID#:82812)",1047.0,"See DN-4314 (ID#:82812)",,SCMS from RDC,SCMS from RDC,6,1,0.27,LOW
83349,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-12,0,0.179,LOW
83368,"See DN-1311 (ID#:82837)",1047.0,"See DN-1311 (ID#:82837)",,SCMS from RDC,SCMS from RDC,5,1,0.232,LOW
83369,"See DN-1311 (ID#:82837)",1047.0,"See DN-1311 (ID#:82837)",,SCMS from RDC,SCMS from RDC,5,1,0.241,LOW
83370,2,2.0,675.47,675.47,SCMS from RDC,SCMS from RDC,-14,0,0.092,LOW
83371,54,54.0,7445.8,7445.8,SCMS from RDC,SCMS from RDC,-27,0,0.102,LOW
83372,"See DN-1360 (ID#:83371)",1047.0,"See DN-1360 (ID#:83371)",,SCMS from RDC,SCMS from RDC,-27,0,0.196,LOW
83373,"See DN-1452 (ID#:82272)",1047.0,"See DN-1452 (ID#:82272)",,SCMS from RDC,SCMS from RDC,-10,0,0.141,LOW
83374,2889,2889.0,21641.75,21641.75,SCMS from RDC,SCMS from RDC,-28,0,0.157,LOW
83375,44,44.0,1483.39,1483.39,SCMS from RDC,SCMS from RDC,-10,0,0.071,LOW
83376,69,69.0,5028.05,5028.05,SCMS from RDC,SCMS from RDC,-35,0,0.126,LOW
83377,4814,4814.0,7100.04,7100.04,SCMS from RDC,SCMS from RDC,-13,0,0.147,LOW
83378,133,133.0,2450.89,2450.89,SCMS from RDC,SCMS from RDC,-5,0,0.142,LOW
83379,"See DN-1522 (ID#:82845)",1047.0,"See DN-1522 (ID#:82845)",,SCMS from RDC,SCMS from RDC,-3,0,0.175,LOW
83380,54,54.0,1211.49,1211.49,SCMS from RDC,SCMS from RDC,-2,0,0.111,LOW
83381,49,49.0,1211.49,1211.49,SCMS from RDC,SCMS from RDC,-5,0,0.071,LOW
83382,315,315.0,5254.17,5254.17,SCMS from RDC,SCMS from RDC,-5,0,0.125,LOW
83383,9221,9221.0,8104.79,8104.79,SCMS from RDC,SCMS from RDC,3,1,0.328,MEDIUM
83384,3190,3190.0,11637.64,11637.64,SCMS from RDC,SCMS from RDC,0,0,0.139,LOW
83385,"See DN-1559 (ID#:82849)",1047.0,"See DN-1559 (ID#:82849)",,SCMS from RDC,SCMS from RDC,-8,0,0.238,LOW
83386,36,36.0,3602.34,3602.34,SCMS from RDC,SCMS from RDC,-24,0,0.183,LOW
83387,456,456.0,5338.55,5338.55,SCMS from RDC,SCMS from RDC,-5,0,0.136,LOW
83388,132,132.0,8329.13,8329.13,SCMS from RDC,SCMS from RDC,-8,0,0.129,LOW
83389,"See DN-1590 (ID#:83388)",1047.0,"See DN-1590 (ID#:83388)",,SCMS from RDC,SCMS from RDC,-8,0,0.171,LOW
83390,"See DN-1590 (ID#:83388)",1047.0,"See DN-1590 (ID#:83388)",,SCMS from RDC,SCMS from RDC,-8,0,0.143,LOW
83391,6949,6949.0,11637.64,11637.64,SCMS from RDC,SCMS from RDC,0,0,0.122,LOW
83392,113,113.0,3504.8,3504.8,SCMS from RDC,SCMS from RDC,-56,0,0.171,LOW
83393,235,235.0,1326.89,1326.89,SCMS from RDC,SCMS from RDC,-27,0,0.151,LOW
83394,1864,1864.0,8485,8485.0,SCMS from RDC,SCMS from RDC,-4,0,0.146,LOW
83395,3917,3917.0,39223.78,39223.78,SCMS from RDC,SCMS from RDC,-9,0,0.172,LOW
83396,1021,1021.0,5254.1,5254.1,SCMS from RDC,SCMS from RDC,-16,0,0.179,LOW
83398,"See DN-1629 (ID#:82857)",1047.0,"See DN-1629 (ID#:82857)",,SCMS from RDC,SCMS from RDC,-9,0,0.193,LOW
83399,1946,1946.0,3379.64,3379.64,SCMS from RDC,SCMS from RDC,3,1,0.273,LOW
83400,2085,2085.0,3379.64,3379.64,SCMS from RDC,SCMS from RDC,0,0,0.205,LOW
83401,3955,3955.0,13208.56,13208.56,SCMS from RDC,SCMS from RDC,-18,0,0.241,LOW
83402,178,178.0,1854.35,1854.35,SCMS from RDC,SCMS from RDC,-27,0,0.152,LOW
83403,465,465.0,6036.96,6036.96,SCMS from RDC,SCMS from RDC,-35,0,0.143,LOW
83404,"See DN-1671 (ID#:82863)",1047.0,"See DN-1671 (ID#:82863)",,SCMS from RDC,SCMS from RDC,1,1,0.175,LOW
83405,"See DN-1671 (ID#:82863)",1047.0,"See DN-1671 (ID#:82863)",,SCMS from RDC,SCMS from RDC,1,1,0.183,LOW
83406,141,141.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.109,LOW
83407,952,952.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.083,LOW
83408,42,42.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.069,LOW
83409,202,202.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.112,LOW
83410,420,420.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.14,LOW
83411,1088,1088.0,4170.65,4170.65,SCMS from RDC,SCMS from RDC,-57,0,0.153,LOW
83412,"See DN-1752 (ID#:82311)",1047.0,"See DN-1752 (ID#:82311)",,SCMS from RDC,SCMS from RDC,-7,0,0.156,LOW
83413,1055,1055.0,2961,2961.0,SCMS from RDC,SCMS from RDC,-7,0,0.234,LOW
83414,"See DN-1759 (ID#:82875)",1047.0,"See DN-1759 (ID#:82875)",,SCMS from RDC,SCMS from RDC,-5,0,0.178,LOW
83415,"See DN-1759 (ID#:82875)",1047.0,"See DN-1759 (ID#:82875)",,SCMS from RDC,SCMS from RDC,-5,0,0.179,LOW
83416,1444,1444.0,124350.84,124350.84,SCMS from RDC,SCMS from RDC,-19,0,0.173,LOW
83417,944,944.0,8022.59,8022.59,SCMS from RDC,SCMS from RDC,-96,0,0.174,LOW
83418,216,216.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.142,LOW
83419,376,376.0,4468.34,4468.34,SCMS from RDC,SCMS from RDC,13,1,0.206,LOW
83420,4692,4692.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.14,LOW
83421,5552,5552.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.199,LOW
83422,221,221.0,3170.64,3170.64,SCMS from RDC,SCMS from RDC,-34,0,0.181,LOW
83423,358,358.0,2485.92,2485.92,SCMS from RDC,SCMS from RDC,0,0,0.138,LOW
83424,2500,2500.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.127,LOW
83425,1098,1098.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.165,LOW
83426,5420,5420.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.085,LOW
83427,276,276.0,2211.22,2211.22,SCMS from RDC,SCMS from RDC,-59,0,0.134,LOW
83428,6240,6240.0,27922.62,27922.62,SCMS from RDC,SCMS from RDC,-61,0,0.152,LOW
83429,4176,4176.0,1005.2,1005.2,SCMS from RDC,SCMS from RDC,1,1,0.179,LOW
83430,"See DN-1838 (ID#:82887)",1047.0,"See DN-1838 (ID#:82887)",,SCMS from RDC,SCMS from RDC,-11,0,0.166,LOW
83431,98,98.0,2201.14,2201.14,SCMS from RDC,SCMS from RDC,-8,0,0.301,MEDIUM
83432,145,145.0,6438.37,6438.37,SCMS from RDC,SCMS from RDC,-21,0,0.133,LOW
83433,182,182.0,3250.13,3250.13,SCMS from RDC,SCMS from RDC,4,1,0.189,LOW
83434,1943,1943.0,6299.45,6299.45,SCMS from RDC,SCMS from RDC,-8,0,0.146,LOW
83435,5997,5997.0,8379.98,8379.98,SCMS from RDC,SCMS from RDC,-9,0,0.141,LOW
83436,"See DN-1873 (ID#:82329)",1047.0,"See DN-1873 (ID#:82329)",,SCMS from RDC,SCMS from RDC,-12,0,0.184,LOW
83437,1173,1173.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.153,LOW
83438,947,947.0,13232.09,13232.09,SCMS from RDC,SCMS from RDC,-13,0,0.209,LOW
83439,206,206.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.154,LOW
83440,120,120.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.165,LOW
83441,4582,4582.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-23,0,0.16,LOW
83442,13,13.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.099,LOW
83443,301,301.0,4758.36,4758.36,SCMS from RDC,SCMS from RDC,-16,0,0.109,LOW
83444,1642,1642.0,15347.04,15347.04,SCMS from RDC,SCMS from RDC,-2,0,0.162,LOW
83445,2406,2406.0,6147.18,6147.18,SCMS from RDC,SCMS from RDC,-14,0,0.16,LOW
83446,"See DN-1952 (ID#:82907)",1047.0,"See DN-1952 (ID#:82907)",,SCMS from RDC,SCMS from RDC,-69,0,0.193,LOW
83447,922,922.0,6147.18,6147.18,SCMS from RDC,SCMS from RDC,1,1,0.118,LOW
83448,12980,12980.0,11134.62,11134.62,SCMS from RDC,SCMS from RDC,-13,0,0.245,LOW
83449,270,270.0,6147.18,6147.18,SCMS from RDC,SCMS from RDC,-14,0,0.166,LOW
83450,"See DN-1982 (ID#:82910)",1047.0,"See DN-1982 (ID#:82910)",,SCMS from RDC,SCMS from RDC,0,0,0.164,LOW
83451,"See DN-1982 (ID#:82910)",1047.0,"See DN-1982 (ID#:82910)",,SCMS from RDC,SCMS from RDC,0,0,0.172,LOW
